scheme_code,scheme_name,fund_house,scheme_type,scheme_category,net_asset_value,date
112923,SBI PSU Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,19.2411,27-10-2023
112924,Axis Regular Saver Fund - Regular Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,25.7318,27-10-2023
112925,Axis Regular Saver Fund - Regular Plan - Quarterly IDCW,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,10.959,27-10-2023
112926,Axis Regular Saver Fund - Regular Plan - Half Yearly IDCW,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,11.8694,27-10-2023
112927,Axis Regular Saver Fund - Regular Plan - Annual IDCW,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,12.9188,27-10-2023
112928,Tata Gilt Mid Term Fund -Regular Plan- Growth,Tata Mutual Fund,Open Ended Schemes,Income,18.4819,01-06-2018
112929,Tata Gilt Mid Term Fund - Regular Plan -Periodic Dividend,Tata Mutual Fund,Open Ended Schemes,Income,17.5408,01-06-2018
112930,Tata Gilt Mid Term Fund -Regular Plan- Quarterly Dividend,Tata Mutual Fund,Open Ended Schemes,Income,15.4457,27-10-2017
112931,Mirae Asset Emerging Bluechip Fund Regular IDCW,Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,39.071,27-10-2023
112932,Mirae Asset Emerging Bluechip Fund - Regular Plan - Growth Option,Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,108.913,27-10-2023
112934,IDFC Capital Protection Oriented Fund - Series II-Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.0014,02-07-2013
112935,IDFC Capital Protection Oriented Fund - Series II-Growth,IDFC Mutual Fund,Close Ended Schemes,Income,11.7007,02-07-2013
112936,Nippon India Equity Hybrid Fund - Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,78.5546,27-10-2023
112937,NIPPON INDIA EQUITY HYBRID FUND - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,22.6918,27-10-2023
112938,Nippon India Credit Risk Fund  - Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,30.3849,27-10-2023
112939,Nippon India Credit Risk Fund  - Institutional Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,31.7048,27-10-2023
112940,Reliance Credit Risk Fund  - Institutional Quarterly Dividend Plan,Reliance Mutual Fund,Open Ended Schemes,Income,12.8707,28-04-2014
112941,NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,12.8089,27-10-2023
112942,NIPPON INDIA FLOATING RATE FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,10.8435,27-10-2023
112943,Baroda Large cap Fund - Plan A - Growth Option,Baroda Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,20.5294,13-03-2022
112944,Baroda Large cap Fund - Plan A - IDCW Option,Baroda Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,15.1042,13-03-2022
112945,Fidelity Fixed Maturity Plan - Series II - Plan A - Growth Option,Fidelity Mutual Fund,Close Ended Schemes,Income,10.1425,01-09-2010
112946,Franklin Templeton Fixed Tenure Fund-Series XIV-Plan A(3 year plan) - Dividend,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,0,23-07-2013
112947,Franklin Templeton Fixed Tenure Fund-Series XIV-Plan A(3 year plan) - Growth,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,0,23-07-2013
112948,Taurus Nifty 50 Index Fund - Regular Plan - Growth,Taurus Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,36.2464,27-10-2023
112949,Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,23.1032,27-10-2023
112950,UTI FTIF Series VIII - I ( 367 D ) - Growth Option,UTI Mutual Fund,Close Ended Schemes,Income,10.7224,30-05-2011
112951,UTI FTIF Series VIII - I ( 367 D ) - Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,30-05-2011
112953,Fidelity Fixed Maturity Plan - Series II - Plan A - Dividend Option,Fidelity Mutual Fund,Close Ended Schemes,Income,10.1425,01-09-2010
112954,Fidelity Fixed Maturity Plan - Series II - Plan B - Growth Option,Fidelity Mutual Fund,Close Ended Schemes,Income,10.1588,06-09-2010
112955,Fidelity Fixed Maturity Plan - Series II - Plan B - Dividend Option,Fidelity Mutual Fund,Close Ended Schemes,Income,10.1588,06-09-2010
112956,Sundaram CAPEX Opportunities Fund-Inst DIVD,Sundaram Mutual Fund,Open Ended Schemes,Income,0,06-06-2013
112957,ICICI Prudential Nifty Next 50 Index Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,38.5529,27-10-2023
112958,ICICI Prudential Nifty Next 50 Index Fund -IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,38.5527,27-10-2023
112961,DSP BlackRock FMP - 3M - Series 17 - Growth,DSP Mutual Fund,Close Ended Schemes,Income,10.1471,08-09-2010
112962,DSP BlackRock FMP - 12M - Series 5 - Growth,DSP Mutual Fund,Close Ended Schemes,Income,10.6963,20-06-2011
112963,DWS Treasury Fund - Cash Plan - Institiutional - Monthly Dividend,Deutsche Mutual Fund,Open Ended Schemes,Income,103.1233,14-04-2013
112964,DWS Treasury Fund - Cash Plan - Weekly Dividend,Deutsche Mutual Fund,Open Ended Schemes,Income,109.5193,04-03-2016
112965,DWS Treasury Fund - Cash Plan - Monthly Dividend,Deutsche Mutual Fund,Open Ended Schemes,Income,107.7563,04-03-2016
112966,DWS Treasury Fund - Investment Plan - Institiutional - Monthly Dividend,Deutsche Mutual Fund,Open Ended Schemes,Income,10.1476,04-03-2013
112967,DWS Treasury Fund - Investment Plan - Weekly Dividend,Deutsche Mutual Fund,Open Ended Schemes,Income,10.0997,02-03-2016
112968,DWS Treasury Fund - Investment Plan - Monthly Dividend,Deutsche Mutual Fund,Open Ended Schemes,Income,10.5862,02-03-2016
112969,DWS Treasury Fund - Cash Plan - Institiutional - Weekly Dividend,Deutsche Mutual Fund,Open Ended Schemes,Income,100.8201,28-11-2012
112970,DWS Treasury Fund - Investment Plan - Institiutional - Weekly Dividend,Deutsche Mutual Fund,Open Ended Schemes,Income,10,25-06-2012
112973,Morgan Stanley Short Term Bond Fund- Regular- Dividend- Weekly,Morgan Stanley Mutual Fund,Open Ended Schemes,Income,10.4212,26-06-2014
112974,Fortis Fixed Term Fund-Sr 17B-Growth Option,Fortis Mutual Fund,Close Ended Schemes,Income,10.1136,20-10-2010
112975,Fortis Fixed Term Fund-Sr 17B-Calendar Yearly Dividend Option,Fortis Mutual Fund,Close Ended Schemes,Income,0,20-10-2010
112976,Fortis Fixed Term Fund-Sr 17B-Calendar Quarterly Dividend Option,Fortis Mutual Fund,Close Ended Schemes,Income,0,20-10-2010
112977,Fortis Fixed Term Fund-Sr 17B - Dividend On Maturity Option,Fortis Mutual Fund,Close Ended Schemes,Income,0,20-10-2010
112978,Axis Fixed Term Plan - Series 3(3 Months) - Growth,Axis Mutual Fund,Close Ended Schemes,Income,10.1581,08-09-2010
112979,Axis Fixed Term Plan - Series 3(3 Months) - Dividend,Axis Mutual Fund,Close Ended Schemes,Income,10,08-09-2010
112982,Axis Fixed Term Plan - Series 4(3 Months) -  Growth,Axis Mutual Fund,Close Ended Schemes,Income,10.1627,15-09-2010
112983,Axis Fixed Term Plan - Series 4(3 Months) - Dividend,Axis Mutual Fund,Close Ended Schemes,Income,10,15-09-2010
113017,DWS Fixed Term Fund Series 71-GR,Deutsche Mutual Fund,Close Ended Schemes,Income,10.6995,13-06-2011
113019,DWS FIXED TERM FUND SERIES 71-DIV,Deutsche Mutual Fund,Close Ended Schemes,Income,10,13-06-2011
113020,Fidelity Fixed Maturity Plan - Series II - Plan D - Growth Option,Fidelity Mutual Fund,Close Ended Schemes,Income,10.7305,20-06-2011
113021,Fidelity Fixed Maturity Plan - Series II - Plan D - Dividend Option,Fidelity Mutual Fund,Close Ended Schemes,Income,10.7305,20-06-2011
113022,HDFC FMP 90D June 2010 -Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,0,14-09-2010
113023,HDFC FMP 90D June 2010 - Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,0,14-09-2010
113024,Tata Fixed Tenure Fund Series 1 - Growth Option,Tata Mutual Fund,Close Ended Schemes,Income,11.5845,29-07-2013
113025,Tata Fixed Tenure Fund Series 1 - Dividend Option,Tata Mutual Fund,Close Ended Schemes,Income,11.5845,29-07-2013
113026,HDFC FMP 370D June 2010 (1) - Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,27-06-2011
113027,HDFC FMP 370D June 2010 (1) - Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.7212,27-06-2011
113028,HDFC FMP 370D June 2010 (1) - Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,27-06-2011
113029,Fidelity Fixed Maturity Plan - Series II - Plan E - Growth Option,Fidelity Mutual Fund,Close Ended Schemes,Income,10.1673,27-09-2010
113030,Fidelity Fixed Maturity Plan - Series II - Plan E - Dividend Option,Fidelity Mutual Fund,Close Ended Schemes,Income,10.1673,27-09-2010
113031,DSP BlackRock FMP - 3M - Series 17 - Dividend Payout,DSP Mutual Fund,Close Ended Schemes,Income,10.0021,08-09-2010
113032,DSP Focus Fund - Regular Plan - IDCW,DSP Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,17.949,27-10-2023
113033,DWS Fixed Term Fund Series 72,Deutsche Mutual Fund,Close Ended Schemes,Income,10.7217,27-06-2011
113036,Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,25.6202,27-10-2023
113037,Baroda BNP Paribas Short Duration Fund - Regular Plan - Monthly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,10.1858,27-10-2023
113038,IDFC FMP-QS-58 Growth,IDFC Mutual Fund,Close Ended Schemes,Income,10.1567,21-09-2010
113039,IDFC FMP-QS-58 Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10,21-09-2010
113040,Reliance Fixed Horizon Fund - XV - Series 1 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.3209,21-12-2010
113041,Reliance Fixed Horizon Fund - XV - Series 1 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10,21-12-2010
113042,DSP BlackRock FMP - 12M - Series 5 - Dividend Payout,DSP Mutual Fund,Close Ended Schemes,Income,10,20-06-2011
113043,Religare Fixed Maturity Plan - Series III - Plan A to F - Plan A (12 Months) - Dividend Payout,Invesco Mutual Fund,Close Ended Schemes,Income,10.7365,27-06-2011
113044,Religare Fixed Maturity Plan - Series III - Plan A to F - Plan A (12 Months) - Growth,Invesco Mutual Fund,Close Ended Schemes,Income,10.7365,27-06-2011
113045,Religare Fixed Maturity Plan - Series III - Plan A to F - Plan B (18 Months) - Dividend Payout,Invesco Mutual Fund,Close Ended Schemes,Income,11.1965,12-01-2012
113046,Religare Fixed Maturity Plan - Series III - Plan A to F - Plan B (18 Months) - Growth,Invesco Mutual Fund,Close Ended Schemes,Income,11.1965,12-01-2012
113047,HDFC Short Term  Debt Fund - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,27.8685,27-10-2023
113048,HDFC Short Term  Debt Fund - Fortnightly IDCW Option,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,10.2032,27-10-2023
113049,HDFC Gold Exchange Traded Fund. - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Gold ETF,53.6251,27-10-2023
113050,Kotak FMP 370 Days Series 5 Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,10,03-07-2011
113051,Kotak FMP 370 Days Series 5 Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,10.71767,03-07-2011
113052,DWS Fixed Term Fund Series 72-DIV,Deutsche Mutual Fund,Close Ended Schemes,Income,10,27-06-2011
113053,ICICI Prudential Dynamic Bond Fund Premium Daily Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,10.0004,15-05-2012
113054,ICICI Prudential Dynamic Bond Fund Premium Plus Daily Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,10.0005,16-11-2011
113055,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,10.0171,25-05-2018
113056,Reliance Fixed Horizon Fund - XV - Series 5 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10,30-06-2011
113057,Reliance Fixed Horizon Fund - XV - Series 5 - Growth option,Reliance Mutual Fund,Close Ended Schemes,Income,10.6996,30-06-2011
113058,L&T FMP - I (June91D A) - Div Payout,L&T Mutual Fund,Close Ended Schemes,Income,10,23-09-2010
113059,"1.	Benchmark Short Term Fund - Growth Option",Benchmark Mutual Fund,Open Ended Schemes,Income,10.598,17-08-2011
113060,"2.	Benchmark Short Term Fund - Dividend Reinvestment Option - Daily Frequency",Benchmark Mutual Fund,Open Ended Schemes,Income,10,17-08-2011
113061,"3.	Benchmark Short Term Fund - Dividend Reinvestment Option - Weekly Frequency",Benchmark Mutual Fund,Open Ended Schemes,Income,10.0086,17-08-2011
113062,IDBI Nifty 50  Index Fund IDCW,IDBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,34.5711,27-07-2023
113063,IDBI NIFTY 50 Index Fund Growth,IDBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,36.2325,27-07-2023
113064,Axis Multi Asset Allocation Fund - Regular Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,30.496,27-10-2023
113065,Axis Multi Asset Allocation Fund - Regular Plan - IDCW,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,17.1579,27-10-2023
113067,UTI FTIF Series VIII - Plan II - Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,23-06-2011
113068,UTI FTIF Series VIII - Plan II - Growth Option,UTI Mutual Fund,Close Ended Schemes,Income,10.7099,23-06-2011
113069,Motilal Oswal Nifty 50 ETF,Motilal Oswal Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,193.3106,27-10-2023
113070,HDFC Corporate Bond Fund - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,28.3204,27-10-2023
113071,HDFC Corporate Bond Fund - Quarterly IDCW Option,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,10.3033,27-10-2023
113072,Taurus MIP Advantage - Growth Option,Taurus Mutual Fund,Open Ended Schemes,Income,15.0102,08-07-2016
113073,Taurus MIP Advantage - Dividend Option,Taurus Mutual Fund,Open Ended Schemes,Income,10.1348,08-07-2016
113074,Reliance Fixed Horizon Fund - XV - Series 6 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.6878,06-07-2011
113075,Reliance Fixed Horizon Fund - XV - Series 6 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10,06-07-2011
113076,ICICI Prudential Gold ETF,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Gold ETF,53.1399,27-10-2023
113077,UTI Dynamic Bond Fund - Regular Plan - Growth Option,UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,26.8651,27-10-2023
113078,UTI Dynamic Bond Fund - Regular Plan - Quarterly IDCW,UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,14.6278,27-10-2023
113079,ICICI Prudential Medium Term Bond Fund Plan C - Weekly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,10.0633,17-02-2012
113080,ICICI Prudential Medium Term Bond Fund Plan A - Weekly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,10.0458,17-02-2012
113081,ICICI Prudential Medium Term Bond Fund-Plan B-Weekly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,10.0538,17-02-2012
113082,IDFC Capital Protection Oriented Fund - Series III - Dividend Plan,IDFC Mutual Fund,Close Ended Schemes,Income,10.9124,26-08-2013
113083,IDFC Capital Protection Oriented Fund - Series III - Growth Plan,IDFC Mutual Fund,Close Ended Schemes,Income,11.5334,26-08-2013
113084,HDFC FMP 100D June 2010 (1) - Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,14-10-2010
113085,HDFC FMP 100D June 2010 (1) - Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.1703,14-10-2010
113086,HDFC FMP 370D JUNE 2010 (2) - Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,11-07-2011
113087,HDFC FMP 370D JUNE 2010 (2) - Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,11-07-2011
113088,HDFC FMP 370D JUNE 2010 (2) - Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.6812,11-07-2011
113089,L&T FMP - I (July91D A) - Dividend (Payout) Option,L&T Mutual Fund,Close Ended Schemes,Income,10,06-10-2010
113090,L&T FMP - I (July91D A) - Growth Option,L&T Mutual Fund,Close Ended Schemes,Income,10.1581,06-10-2010
113091,L&T FMP - I (June91D A) - Growth,L&T Mutual Fund,Close Ended Schemes,Income,10.1608,23-09-2010
113092,UTI FTIF Series VIII - Plan III - Growth  Option,UTI Mutual Fund,Close Ended Schemes,Income,10.7681,04-07-2011
113093,UTI FTIF Series VIII - Plan III - Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,04-07-2011
113096,IDBI Liquid Fund-Growth,IDBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,2453.6952,27-07-2023
113097,ICICI Prudential Regular Savings Fund - Plan - Quarterly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,11.3665,27-10-2023
113098,ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,12.4916,27-10-2023
113099,SBI PSU Fund - REGULAR PLAN -Growth,SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,19.2433,27-10-2023
113100,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco Mutual Fund,Open Ended Schemes,Income,10.1922,11-05-2018
113101,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco Mutual Fund,Open Ended Schemes,Income,15.0383,11-05-2018
113102,IDBI Liquid Fund-Daily IDCW,IDBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1005.2683,27-07-2023
113103,IDBI Liquid Fund-Weekly IDCW,IDBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1023.7528,27-07-2023
113104,IDBI Liquid Fund- Monthly IDCW,IDBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1004.0142,27-07-2023
113105,Fortis Fixed Term Fund-Sr 17C-Growth Option,Fortis Mutual Fund,Close Ended Schemes,Income,10.0972,20-10-2010
113106,Fortis Fixed Term Fund-Sr 17C-Dividend On Maturity Option,Fortis Mutual Fund,Close Ended Schemes,Income,10.0972,20-10-2010
113107,Fortis Fixed Term Fund-Sr 17C-Calendar Yearly Dividend Option,Fortis Mutual Fund,Close Ended Schemes,Income,10.0972,20-10-2010
113108,Fortis Fixed Term Fund-Sr 17C-Calendar Quarterly Dividend Option,Fortis Mutual Fund,Close Ended Schemes,Income,10.0381,20-10-2010
113109,Fortis Fixed Term Fund-Sr 18a-Growth Option,Fortis Mutual Fund,Close Ended Schemes,Income,10.146,20-10-2010
113110,Fortis Fixed Term Fund-Sr 18A-Dividend On Maturity Option,Fortis Mutual Fund,Close Ended Schemes,Income,10.146,20-10-2010
113111,Fortis Fixed Term Fund-Sr 18A-Calendar Yearly Dividend Option,Fortis Mutual Fund,Close Ended Schemes,Income,0,20-10-2010
113112,Fortis Fixed Term Fund-Sr 18A-Calendar Quarterly Dividend Option,Fortis Mutual Fund,Close Ended Schemes,Income,10.0547,20-10-2010
113113,Kotak FMP 370 Days Series 6 Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,10,01-08-2011
113114,Kotak FMP 370 Days Series 6 Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,10.72697,01-08-2011
